Name,PROVINCE,DISTRICT,COSTITUENCY,DIVISION,LOCATION,SUBLOCATIO,Level,Status,Sponsor,Longitude,Latitude,# Classrooms
KASAVINI PRIMARY SCHOOL,EASTERN,MWINGI,MWINGI SOUTH,MIGWANI,THAANA-NZAU,THAANA-NZAU,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.86966,-0.86057,8
KASAWO ECD,NYANZA,NYANDO,NYAKACH,LOWER NYAKACH,RANGUL,JIMO MIDLLE,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,34.93132,-0.28718,1
KASAWO PRIMARY,NYANZA,NYANDO,NYAKACH,LOWER NYAKACH,RANGU,JIMO MIDLLE,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,34.93132,-0.28718,9
KASAYANI ECD,EASTERN,MAKUENI,MAKUENI,KATHONZWENI,KITHUKI,KITHUKI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.85015,-1.96976,0
KASAYANI NUR SCH,EASTERN,KITUI,KITUI SOUTH,MUTOMO,KYATUNE,NDATANI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,38.02341,-1.80956,1
KASAYANI PRI,EASTERN,MAKUENI,MAKUENI,KATHONZWENI,KITHUKI,KITHUKI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.85015,-1.96976,8
KASAYANI PRI SCH,EASTERN,KITUI,KITUI SOUTH,MUTOMO,KYATUNE,NDATANI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,38.02341,-1.80956,5
KASEI ADULT CENTRE,RIFT VALLEY,WEST POKOT,KACHELIBA,KASEI,KAPTOLOMWO,KAMUNONO,ADULT EDUCATION CENTRE,PUBLIC,COMMUNITY,35.20811,2.01650,
KASEI ECD,RIFT VALLEY,WEST POKOT,KACHELIBA,KASEI,KASEI,KASEI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.20548,2.01189,
KASEI PRI,RIFT VALLEY,WEST POKOT,KACHELIBA,KASEI,KASEI,KASEI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.20548,2.01189,
KASEKI NURSERY,EASTERN,MAKUENI,MBOONI,MBOONI,KITUNDU,MATAA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.49067,-1.67397,1
KASEKI PRY,EASTERN,MAKUENI,MBOONI,MBOONI,KITUNDU,MATAA,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.49067,-1.67397,11
KASEMBO MARANATHA PRY,NYANZA,MIGORI,MIGORI,SUBA WEST,SUNA NYABISAWA,KIRENGO,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.40145,-1.04887,8
KASEMBO MARANATTHA ECD,NYANZA,MIGORI,MIGORI,SUBA WEST,SUNA NYABISAWA,KIRENGO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.40145,-1.04887,2
KASEMENI ECD,COAST,KWALE,KINANGO,SAMBURU,KASEMENI,MAZERAS,ECD/PRE-PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,39.52972,-3.95539,1
KASEMENI ECD,COAST,KWALE,MSAMBWENI,LUNGA LUNGA,LUNGA LUNGA,KASEMENI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,39.02566,-4.42595,1
KASEMENI PRY SCH,COAST,KWALE,MSAMBWENI,LUNGA LUNGA,LUNGA LUNGA,KASEMENI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,39.02566,-4.42595,8
KASENGELA NUR SCH,EASTERN,MACHAKOS,MWALA,YATHUI,IKALAASA,NDITHINI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.71337,-1.59613,1
KASENGELA PRI SCH,EASTERN,MACHAKOS,MWALA,YATHUI,IKALAASA,NDITHINI,PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.71337,-1.59613,8
KASEPA ECD,RIFT VALLEY,WEST POKOT,KACHELIBA,KASEI,KASEI,KAMKETO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.11814,1.92936,
KASEPA PRI,RIFT VALLEY,WEST POKOT,KACHELIBA,KASEI,KASEI,KAMKETO,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.11814,1.92936,
KASERET PRE SCH,RIFT VALLEY,BARINGO,BARINGO CENTRAL,TENGES,EMOM,SOROK,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.76924,0.27180,
KASERET PRI SCH,RIFT VALLEY,BARINGO,BARINGO CENTRAL,TENGES,EMOM,SOROK,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,35.76924,0.27180,
KASERUNI ECD,EASTERN,MWINGI,MWINGI NORTH,TSEIKURU,MASYUNGWA,KITOVOTO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,38.45033,-0.37107,1
KASES ECD,RIFT VALLEY,WEST POKOT,KACHELIBA,ALALE,KASES,KASES,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.03436,2.21960,
KASES PRI,RIFT VALLEY,WEST POKOT,KACHELIBA,ALALE,KASES,PCHOLIO,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.02176,2.11716,
KASESE ADULT EDUCATION CENTRE,NYANZA,NYANDO,MUHORONI,MIWANI,OMBEYI,OBUMBA,NON FORMAL SCHOOL/NON FORMAL EDUCATION CENTRE,PUBLIC,RELIGIOUS ORGANIZATION,34.86586,-0.09704,2
KASESE NURSERY,NYANZA,NYANDO,MUHORONI,MIWANI,OMBEYI,OBUMBA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.86586,-0.09704,2
KASESYA ECD,RIFT VALLEY,BARINGO,BARINGO NORTH,KABARTONJO,SAIMO,KASISIT,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.83568,0.63595,
KASESYA PRI,RIFT VALLEY,BARINGO,BARINGO NORTH,KABARTONJO,SAIMO,KASISIT,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.83568,0.63595,
KASEVE,CENTRAL,THIKA,MARAGUA,KAKUZI,KAKUZI,KIRIMIRI,PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.29808,-0.91169,1
KASEVE CCM NUR SCH,EASTERN,MACHAKOS,MASINGA,NDITHINI,MUTHESYA,MUTHESYA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.39760,-1.00035,1
KASEVE ECD,EASTERN,MAKUENI,KILOME,KASIKEU,KASIKEU,KASIKEU,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.40467,-1.92437,1
KASEVE ECD,EASTERN,MACHAKOS,KANGUNDO,MATUNGULU,KYANZAVI,KAYATA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.31012,-1.14504,0
KASEVE ECD,EASTERN,KITUI,KITUI WEST,YATTA,YATTA,ILIKA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,COMMUNITY,37.72747,-1.51589,1
KASEVE NUR SCH,EASTERN,MACHAKOS,MASINGA,NDITHINI,MUTHESYA,MUTHESYA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.38877,-0.99800,1
KASEVE PRE SCHOOL,EASTERN,MACHAKOS,MACHAKOS TOWN,CENTRAL,MUVUTI,KIPANDINI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.33618,-1.51981,2
KASEVE PRI SCH,EASTERN,MACHAKOS,MASINGA,NDITHINI,MUTHESYA,MUTHESYA,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.38877,-0.99800,8
KASEVE PRIMARY,EASTERN,MACHAKOS,MACHAKOS TOWN,CENTRAL,MUVUTI,KIPANDINI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.33618,-1.51981,13
KASEVE SEC SCH,EASTERN,MACHAKOS,MASINGA,NDITHINI,MUTHESYA,MUTHESYA,SECONDARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.38894,-0.99937,4
KASEVENI ABC NUR SCH,EASTERN,MACHAKOS,KANGUNDO,KANGUNDO,KIVAANI,KATITU,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.42164,-1.34996,1
KASEVENI ECD,EASTERN,MBEERE,GACHOKA,MWEA,KARABA,KARABA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.32717,-0.81905,1
KASEVENI ECD,EASTERN,MAKUENI,KAITI,KAITI,IUANI,IUANI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.53866,-1.72142,1
KASEVENI ECD,EASTERN,KITUI,KITUI WEST,MUTONGUNI,KAUWI,KISEUNI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.85339,-1.25808,1
KASEVENI NUR,EASTERN,MAKUENI,MBOONI,KISAU,WAIA,NDULUKU,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.58971,-1.56416,1
KASEVENI PRI,EASTERN,MBEERE,GACHOKA,MWEA,KARABA,KARABA,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.32717,-0.81905,8
KASEVENI PRIMARY,EASTERN,KITUI,KITUI WEST,MUTONGUNI,KAUWI,KISEUNI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.85339,-1.25808,8
KASEVENI SA NUR SCH,EASTERN,MACHAKOS,KANGUNDO,KANGUNDO,KIVAANI,KATITU,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.41804,-1.34550,0
KASEVI PRE SCHOOL,EASTERN,MWINGI,MWINGI NORTH,MUMONI,KAKUYU,TYAA KAMUTHALE,ECD/PRE-PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,38.06509,-0.74135,1
KASEVI PRE-PRI,EASTERN,MWINGI,MWINGI NORTH,CENTRAL,MWINGI,KIVOU,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,38.09049,-0.92061,1
KASEVI PRI,EASTERN,MWINGI,MWINGI NORTH,CENTRAL,MWINGI,KIVOU,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,38.09049,-0.92061,12
KASHA ECD,NORTH EASTERN,GARISSA,DUJIS,BALAMBALA,KASHA,KASHA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,39.14026,-0.05755,2
KASHA PRI SCH,NORTH EASTERN,GARISSA,DUJIS,BALAMBALA,KASHA,KASHA,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,39.14026,-0.05755,0
KASHANI NUR SCH,COAST,MOMBASA MUNICIPALITY,KISAUNI,KISAUNI,BAMBURI,BAMBURI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,39.69991,-3.96995,0
KASHANI PRI SCH,COAST,MOMBASA MUNICIPALITY,KISAUNI,KISAUNI,BAMBURI,BAMBURI,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,39.69991,-3.96995,2
KASHANI SEC SCH,COAST,MOMBASA MUNICIPALITY,KISAUNI,KISAUNI,BAMBURI,BAMBURI,SECONDARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.69991,-3.96995,4
KASHEEN SEC SCH,RIFT VALLEY,KERICHO,KIPKELION,KIPKELION,KIPSEGI,LELU,SECONDARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,35.44700,-0.15284,
KASIAMO ECD,WESTERN,BUNGOMA,SIRISIA,SIRISIA,SIRISIA,NORTH KULISIRU,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.47661,0.75689,0
KASIAMO F.YM PRIMARY,WESTERN,BUNGOMA,SIRISIA,SIRISIA,SIRISIA,NORTH KULISIRU,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.47661,0.75689,7
KASIBER NURSERY,RIFT VALLEY,BARINGO,BARINGO NORTH,KABARTONJO,SAIMO,KAPCHEPKOR,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.81636,0.60831,
KASIBER PRI,RIFT VALLEY,BARINGO,BARINGO NORTH,KABARTONJO,SAIMO,KAPCHESOR,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.81636,0.60831,
KASIBOS NUR SCH,NYANZA,RACHUONYO,KARACHUONYO,WEST KARACHUONYO,KOKOTH KATAA,KUREDO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,,34.51175,-0.34708,0
KASIBOS PRI SCH,NYANZA,RACHUONYO,KARACHUONYO,WEST KARACHUONYO,KOKOTH KATAA,KUREDO,PRIMARY SCHOOL,PUBLIC,,34.51175,-0.34708,0
KASIDI JUNIOR PRE SCH,COAST,KILIFI,KALOLENI,KALOLENI,RURUMA,MULEJI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,39.60762,-3.87548,2
KASIDI PRE SCH,COAST,KILIFI,KALOLENI,KALOLENI,RURUMA,MULEJI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,39.60560,-3.87849,3
KASIDI PRI,COAST,KILIFI,KALOLENI,KALOLENI,RURUMA,MULEJI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,39.60560,-3.87849,16
KASIDI SEC,COAST,KILIFI,KALOLENI,KALOLENI,RURUMA,MULEJI,SECONDARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,39.60663,-3.87650,8
KASIELA NUR,RIFT VALLEY,BARINGO,BARINGO CENTRAL,MOCHONGOI,CHEBINYINY,KASIELA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,,36.21330,0.42919,
KASIELA PRI,RIFT VALLEY,BARINGO,BARINGO CENTRAL,MOCHONGOI,CHEBINYINY,KASIELA,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,36.21330,0.42919,
KASIKEU BOYS SEC,EASTERN,MAKUENI,KILOME,KASIKEU,KASIKEU,KASIKEU,SECONDARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.38042,-1.94406,12
KASIKEU COMMUNITY ECD,EASTERN,MAKUENI,KILOME,KASIKEU,KASIKEU,KASIKEU,ECD/PRE-PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,37.38519,-1.94347,1
KASIKEU GIRLS SEC SCH,EASTERN,MAKUENI,KILOME,KASIKEU,KASIKEU,KASIKEU,SECONDARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.37676,-1.93804,3
KASIKEU UNIVERSAL COMMUNITY COLLEGE,EASTERN,MAKUENI,KILOME,KASIKEU,KASIKEU,KASIKEU,YOUTH POLYTECHNIC,PRIVATE,COMMUNITY,37.38519,-1.94347,1
KASILWANGWA ECD,RIFT VALLEY,BARINGO,BARINGO EAST,TANGULBEI,CHURO,AMAYA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,36.44429,0.80950,
KASILWANGWA PRI,RIFT VALLEY,BARINGO,BARINGO EAST,TANGULBEI,CHURO,AMAYA,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,36.44429,0.80950,
KASIMBA NUR SCH,NYANZA,RACHUONYO,KASIPUL KABONDO,KASIPUL,KOKECH,KASIMBA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.72345,-0.52701,0
KASIMBA PRI SCH,NYANZA,RACHUONYO,KASIPUL KABONDO,KASIPUL,KOKECH,KASIMBA,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.72345,-0.52701,11
KASIMEI ECD,EASTERN,MWINGI,MWINGI NORTH,KYUSO,MIVUKONI,KAMULA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,38.30530,-0.45680,1
KASINA ECD,EASTERN,MWINGI,MWINGI SOUTH,CENTRAL,MWINGI,TYAA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,38.05043,-0.93312,1
KASINA PRI,EASTERN,MWINGI,MWINGI SOUTH,CENTRAL,MWINGI,TYAA,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,38.05043,-0.93312,13
KASINA SPECIAL UNIT,EASTERN,MWINGI,MWINGI SOUTH,CENTRAL,MWINGI,TYAA,NON FORMAL SCHOOL/NON FORMAL EDUCATION CENTRE,PUBLIC,CENTRAL GOVERNMENT/DEB,38.05043,-0.93312,1
KASINGA ECD,EASTERN,MACHAKOS,MACHAKOS TOWN,CENTRAL,MUMBUNI,KASINGA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.25908,-1.46744,15
KASINGA ECD,NYANZA,SUBA,GWASSI,CENTRAL,KAKSINGRI EAST,SUMBA EAST,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,34.22304,-0.59447,1
KASINGA PRI,NYANZA,SUBA,GWASSI,CENTRAL,KAKSINGRI EAST,SUMBA EAST,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,34.22304,-0.59447,8
KASINGA PRIMARY,EASTERN,MWINGI,MWINGI NORTH,MUMONI,MUTANDA,MUTANDA,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,38.09727,-0.62282,8
KASINGA PRIMARY,EASTERN,MACHAKOS,MACHAKOS TOWN,CENTRAL,MUMBUNI,KASINGA,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.25908,-1.46744,15
KASINGE ECD,WESTERN,TESO,AMAGORO,ANGURAI,ANGURAI,KAKURIKIT,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.35068,0.72742,1
KASINGE PRI SCH,WESTERN,TESO,AMAGORO,ANGURAI,ANGURAI,KAKURIKIT,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.35068,0.72742,9
KASIONI  ECD,EASTERN,MBEERE,GACHOKA,MWEA,RIAKANAU,RIAKANAU,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.44090,-0.84739,1
KASIONI  PRI. SCH.,EASTERN,MBEERE,GACHOKA,MWEA,RIAKANAU,RIAKANAU,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.44090,-0.84739,3
KASIONI ECD,EASTERN,MACHAKOS,MACHAKOS TOWN,CENTRAL,MUTITUNI,KIVUTINI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.25109,-1.43422,1
KASIONI ECD,EASTERN,MACHAKOS,KANGUNDO,MATUNGULU,KYELENI,KYELENI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.22332,-1.14831,1
KASIONI PRE - SCHOOL,EASTERN,MWINGI,MWINGI NORTH,MUMONI,NGUUKU,MUSOSYA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,38.00568,-0.55231,1
KASIONI PRIMARY,EASTERN,MWINGI,MWINGI NORTH,MUMONI,NGUUKU,MUSOSYA,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,38.00568,-0.55231,8
KASIONI PRIMARY,EASTERN,MACHAKOS,KANGUNDO,MATUNGULU,KYELENI,KYELENI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.22332,-1.14831,7
KASIPO ECD,RIFT VALLEY,SAMBURU,SAMBURU WEST,NYIRO,UASO RONGAI,SEREN,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.11452,1.85165,
KASIRI ECD,NYANZA,BONDO,RARIEDA,MADIANY,EAST UYOMA,RAGENG'NI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,34.38378,-0.28898,1
KASIRI PRI SCH,NYANZA,BONDO,RARIEDA,MADIANY,EAST UYOMA,RAGENG'NI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.38378,-0.28898,5
KASIRMA ECD,RIFT VALLEY,BARINGO,BARINGO EAST,BARWESA,KABUTEI,MUCHUKWO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.68900,0.58724,
KASIRMA PRI,RIFT VALLEY,BARINGO,BARINGO NORTH,BARWESA,KABUTEI,MUCHUKWO,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.68900,0.58724,
KASIS ECD,RIFT VALLEY,TRANS NZOIA,KWANZA,ENDEBESS,ENDEBESS,CHORLIM,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,34.82857,1.02276,
KASISI ECD,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,KAPOMBOI,KOLONGOLO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.96424,1.20486,
KASISIT PRE SCH,RIFT VALLEY,BARINGO,BARINGO NORTH,KABARTONJO,SAIMO,KASISIT,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.82746,0.64271,
KASISIT PRI,RIFT VALLEY,BARINGO,BARINGO NORTH,KABARTONJO,SAIMO,KASISIT,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.82970,0.64293,
KASISIT SEC SCH,RIFT VALLEY,BARINGO,BARINGO NORTH,KABARTONJO,SAIMO,KASISIT,SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.82627,0.64062,
KASITET ECD,RIFT VALLEY,BARINGO,BARINGO CENTRAL,SALAWA,KAPROPITA SOI,KURUMBOMPSOO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.69422,0.41726,
KASIVUNI ECD,EASTERN,KITUI,KITUI SOUTH,MUTHA,MUTHA,KANZIKO,ECD/PRE-PRIMARY SCHOOL,PRIVATE,COMMUNITY,38.38384,-1.93542,1
KASIVUNI PRIMARY,EASTERN,KITUI,KITUI SOUTH,MUTHA,KANZIKU,KEUTUNDA,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,38.38384,-1.93542,8
KASOK ECD,RIFT VALLEY,BARINGO,BARINGO NORTH,KIPSARAMAN,KAPKATA,KAPKOIWA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.81407,0.72631,
KASOK PRI,RIFT VALLEY,BARINGO,BARINGO NORTH,KIPSARAMAN,KAPKATA,KAPKOIWA,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.81407,0.72631,
KASOLONGO ABC ADULT CENTRE,EASTERN,MACHAKOS,MWALA,MWALA,MASII,KITHANGANI,NON FORMAL SCHOOL/NON FORMAL EDUCATION CENTRE,PUBLIC,CENTRAL GOVERNMENT/DEB,37.39861,-1.51717,0
KASOLONGO ABC PRE SCH,EASTERN,MACHAKOS,MWALA,MWALA,MASII,KITHANGANI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.39861,-1.51717,1
KASOLONGO ADULT EDUCATION CENTRE & CLRC,EASTERN,MACHAKOS,MWALA,MWALA,MASII,KITHANGAINI,NON FORMAL SCHOOL/NON FORMAL EDUCATION CENTRE,PUBLIC,CENTRAL GOVERNMENT/DEB,37.39707,-1.50617,1
KASOLONGO PRE SCH,EASTERN,MACHAKOS,MWALA,MWALA,MASII,KITHANGAINI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.39707,-1.50617,1
KASOLONGO PRI SCH,EASTERN,MACHAKOS,MWALA,MWALA,MASII,KITHNGAINI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.39707,-1.50617,8
KASOONI NURSERY SCH,EASTERN,MAKUENI,MBOONI,KALAWA,KALAWA,MALUNDA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.69595,-1.61830,1
KASOONI PRY SCH,EASTERN,MAKUENI,MBOONI,KALAWA,KALAWA,MALUNDA,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.69595,-1.61830,8
KASORE ECD,RIFT VALLEY,BARINGO,BARINGO CENTRAL,KABARNET,EWALEL,MOROP,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.80485,0.52408,
KASORE PRI,RIFT VALLEY,BARINGO,BARINGO CENTRAL,KABARNET,EWALEL,MOROP,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.80485,0.52408,
KASOSI SA NUR SCH,WESTERN,BUNGOMA,SIRISIA,CENTRAL,SIRARE,SIRARE,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.60617,0.61761,1
KASOSI SA PRI SCH,WESTERN,BUNGOMA,SIRISIA,CENTRAL,SIRARE,SIRARE,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.60617,0.61761,9
KASOVONI ECD,EASTERN,MWINGI,MWINGI NORTH,CENTRAL,MWINGI,ENZIU,ECD/PRE-PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,38.16544,-0.95116,1
KASOVONI PRI,EASTERN,MWINGI,MWINGI NORTH,CENTRAL,MWINGI,ENZIU,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,38.16544,-0.95116,9
KASOVYA PRE-PRIMARY,EASTERN,MACHAKOS,KATHIANI,KATHIANI,MITABONI,THINU,ECD/PRE-PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.26100,-1.41868,2
KASOVYA PRIMARY SCHOOL,EASTERN,MACHAKOS,KATHIANI,KATHIANI,MITABONI,THINU,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,37.26100,-1.41868,8
KASPER RICHARD'S ECD,WESTERN,BUTERE/MUMIAS,BUTERE,BUTERE,KISA CENTRAL,WAMBULISHE,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.56142,0.17431,3
KASPER RICHARD'S ECD,WESTERN,BUTERE/MUMIAS,BUTERE,BUTERE,MARAMA NORTH,SHIRAHA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.55002,0.20997,3
KASPER RICHARDS ORPHANAGE NURSERY,WESTERN,VIHIGA,EMUHAYA,LUANDA,WEST BUNYORE,EMBALI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.56557,0.08827,1
KASSAGAM BAPTIST SEC SCH,NYANZA,KISUMU,KISUMU TOWN EAST,WINAM,KOLWA WEST,NYALENDA A,SECONDARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,34.77500,-0.11002,8
KASSAGAM NUR SCH,NYANZA,KISUMU,KISUMU TOWN EAST,WINAM,KOLWA WEST,NYALENDA A,ECD/PRE-PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,34.76987,-0.11397,1
